id,service,category,category_en,question,question_en,answer,answer_en,is_popular,tags
FAQ-0071,各種申請手続き,,,携帯番号やメールアドレスが変更になった場合はどうすればよいですか？,,各種お手続きページ内の『変更申請（お客様情報/契約プラン）』よりお手続きをお願いします。https://sunrise-net-s.cms2.jp/contact_list/alteration.html,,,変更手続き
FAQ-0072,,変更手続き,Change Procedures,途中で部屋が変わるかもしれませんが、どうすればよいのでしょうか？,途中で部屋が変わるかもしれませんが、どうすればよいのでしょうか？,"下記『お部屋番号変更フォーム』よりお手続きをお願いします。
https://sunrise-net-s.cms2.jp/changeroom.html","下記『お部屋番号変更フォーム』よりお手続きをお願いします。
https://sunrise-net-s.cms2.jp/changeroom.html",False,変更手続き
FAQ-0073,,,,会員IDを忘れてしまいました。,会員IDを忘れてしまいました。,弊社カスタマーサポートまでお問合せください。,弊社カスタマーサポートまでお問合せください。,False,
FAQ-0074,トラブルシューティング/寮内ネット,トラブルシューティング,Troubleshooting,スマホのWiFiがつかえません。,スマホのWiFiがつかえません。,"【iPhoneの場合】
”プライベートアドレス設定”を「オフ」してください。
※プライベートアドレス設定が
不明な場合は下記サイトを参考にしてください。
https://support.apple.com/ja-jp/guide/iphone/iph6b324bb33/ios

【android端末の場合】
※android10に関してですが、初期設定でMACアドレスが1つのアドレスに固定されていない設定になっております。
インターネットに接続するためには、固定MACアドレスに設定していただく必要がございますので、
以下の手順で設定をお願いいたします。

1）「設定」をタップ
2）「ネットワークとインターネット」をタップ
3）「WI-FI」をタップ
4）現在使用しているWIFIをタップ
5）「詳細設定」をタップ
6）「プライバシー」をタップ
7）”ランダムなMACを使用する”から、”デバイスのMACを使用する”に変更
8）「保存」をタップ","【iPhoneの場合】
”プライベートアドレス設定”を「オフ」してください。
※プライベートアドレス設定が
不明な場合は下記サイトを参考にしてください。
https://support.apple.com/ja-jp/guide/iphone/iph6b324bb33/ios

【android端末の場合】
※android10に関してですが、初期設定でMACアドレスが1つのアドレスに固定されていない設定になっております。
インターネットに接続するためには、固定MACアドレスに設定していただく必要がございますので、
以下の手順で設定をお願いいたします。

1）「設定」をタップ
2）「ネットワークとインターネット」をタップ
3）「WI-FI」をタップ
4）現在使用しているWIFIをタップ
5）「詳細設定」をタップ
6）「プライバシー」をタップ
7）”ランダムなMACを使用する”から、”デバイスのMACを使用する”に変更
8）「保存」をタップ",False,トラブルシューティング
FAQ-0075,,,,WindowsのパソコンのWiFiが使えません。,WindowsのパソコンのWiFiが使えません。,"弊社のインターネットに接続するためには、固定MACアドレスに設定していただく必要がございます。 
以下の手順で設定をお願いいたします。

1）「設定」　をクリック
2）「ネットワークとインターネット」　をクリック
3）「WI-FI」　をクリック
4）「ランダムなハードウェアアドレスを使う」をスイッチをクリックし、オフにします。","弊社のインターネットに接続するためには、固定MACアドレスに設定していただく必要がございます。 
以下の手順で設定をお願いいたします。

1）「設定」　をクリック
2）「ネットワークとインターネット」　をクリック
3）「WI-FI」　をクリック
4）「ランダムなハードウェアアドレスを使う」をスイッチをクリックし、オフにします。",False,
FAQ-0076,,無線ルーター|LANケーブル|MACアドレス|契約期間|寮内ネット,Router|Cable|MAC|Contract|Dorm Net,インターネットがつながらない場合、まず最初に確認すべきことは何ですか？,インターネットがつながらない場合、まず最初に確認すべきことは何ですか？,"1)契約期間内ですか？ご契約期間終了後はインターネットの利用ができません。
2)端末のMACアドレスの申請はお済ですか？申請がない場合インターネットのご利用はできません。
3)無線ルーターは正しく設置されていますか？LANケーブルがしっかり刺さっているかどうか確認しましょう。","1)契約期間内ですか？ご契約期間終了後はインターネットの利用ができません。
2)端末のMACアドレスの申請はお済ですか？申請がない場合インターネットのご利用はできません。
3)無線ルーターは正しく設置されていますか？LANケーブルがしっかり刺さっているかどうか確認しましょう。",False,"無線ルーター,LANケーブル,MACアドレス,契約期間,寮内ネット,無線ルーター|LANケーブル|MACアドレス|契約期間|寮内ネット"
FAQ-0077,トラブルシューティング/SIMカード,,,APN設定ができない場合はどうすればいいでしょうか？,,"ご入力時の不要なスペースや大文字・小文字の入力違いはございませんか？今一度ご確認をおねがいします。
http://www.sunrise-net.ne.jp/service/simapnsettings.html
解決しない場合は弊社カスタマーデスクまでお問合せください。",,,SIM設定
FAQ-0078,,,,SIMカードを破損してしまった。どうすればいいでしょうか？,,再発行になりますので、新たに発行費用と送料が必要です。,,,
FAQ-0079,トラブルシューティング/Sun-Net光,,,,,,,,
FAQ-0080,トラブルシューティング/Sun-Netモバイル,,,,,,,,
FAQ-0081,参考/MACアドレス表示方法,MACアドレス|寮内ネット|iphone|ipad,MAC|Dorm Net|iPhone|iPad,【ios】iphone/ipad,【ios】iphone/ipad,"1. ホーム画面で「設定」アプリを開きます。
2. 「一般」をタップします。
3. 「情報」を選択します。
4. 「Wi-Fiアドレス」の横に表示されている値が、iPhoneの物理アドレス（MACアドレス）です。","1. ホーム画面で「設定」アプリを開きます。
2. 「一般」をタップします。
3. 「情報」を選択します。
4. 「Wi-Fiアドレス」の横に表示されている値が、iPhoneの物理アドレス（MACアドレス）です。",False,"MACアドレス,寮内ネット,iphone,ipad,MACアドレス|寮内ネット|iphone|ipad"
FAQ-0082,,MACアドレス|寮内ネット|Android,MAC|Dorm Net|Android,Android OS,Android OS,"※AndroidはOSのバージョンやメーカーよって表示手順が異なります。詳しくはインターネット検索にてお調べください
1.端末のWiFiを「有効」にします。
2. ホーム画面で「設定」アプリを開きます。
3. 「端末情報」を選択します。
4. 「端末の状態」をタップします。
5. 「WiFi-MACアドレス」が、Androidデバイスの物理アドレス（MACアドレス）です。","※AndroidはOSのバージョンやメーカーよって表示手順が異なります。詳しくはインターネット検索にてお調べください
1.端末のWiFiを「有効」にします。
2. ホーム画面で「設定」アプリを開きます。
3. 「端末情報」を選択します。
4. 「端末の状態」をタップします。
5. 「WiFi-MACアドレス」が、Androidデバイスの物理アドレス（MACアドレス）です。",False,"MACアドレス,寮内ネット,Android,MACアドレス|寮内ネット|Android"
FAQ-0083,,,,無題のコンテンツ,無題のコンテンツ,,,False,
FAQ-0084,各種APN設定情報/SIMカード,,,,,,,,
FAQANOTHER-0002,,,,1年間は寮にいる予定がありますが2年目に寮に住むか未定です。再契約になりますか？,1年間は寮にいる予定がありますが2年目に寮に住むか未定です。再契約になりますか？,,,False,
FAQANOTHER-0003,,,,夏までの契約にしたいのですが可能ですか？,夏までの契約にしたいのですが可能ですか？,,,False,
FAQANOTHER-0004,,,,引越し先の物件でインターネットは必要なら自分で契約するように言われました。利用できますか？,引越し先の物件でインターネットは必要なら自分で契約するように言われました。利用できますか？,,,False,
FAQANOTHER-0005,,,,長期留学中サービスを停止することはできますか？,長期留学中サービスを停止することはできますか？,,,False,
FAQANOTHER-0006,,,,解約したドコモのiPhoneは使えますか？,解約したドコモのiPhoneは使えますか？,,,False,
FAQANOTHER-0007,,SIMサービス,SIM Service,SIMカードを紛失しました。どうすればいいですか？,SIMカードを紛失しました。どうすればいいですか？,"弊社まで必ずお問合せください。利用停止の処理を行います。
併せて警察機関へ紛失・盗難の届け出をお願いします。
SIMカード（端末等）を拾った第三者からの不正利用を防止する為お客さまご自身で端末ロックをお願いします。
なお、利用停止後にSIMカードを再発行します。停止中の月額料金についても請求対象です。※カードの再発行費用及び送料を別途請求します。","弊社まで必ずお問合せください。利用停止の処理を行います。
併せて警察機関へ紛失・盗難の届け出をお願いします。
SIMカード（端末等）を拾った第三者からの不正利用を防止する為お客さまご自身で端末ロックをお願いします。
なお、利用停止後にSIMカードを再発行します。停止中の月額料金についても請求対象です。※カードの再発行費用及び送料を別途請求します。",False,SIMサービス
FAQANOTHER-0008,,料金支払,Payment,利用料金の振込先を教えてください。,利用料金の振込先を教えてください。,"以下、いずれかの金融機関宛てにお願いします。
※お振込み時にご自身の会員ID番号をご入力ください。

1.ゆうちょ銀行（Japan Post Bank）
　口座記号番号　00150-3-611077
　加入者名	株式会社サンライズ

2.三菱UFJ銀行/0005（Mitsubishi UFJ bank）
　浅草橋支店/069（Asakusabashi Branch）
　普通預金
　口座番号　0912502
　口座名義　株式会社サンライズ

3.りそな銀行/0010（Resona bank）
　秋葉原支店/275（Akihabara Branch）
　普通預金
　口座番号　2069388
　口座名義　株式会社サンライズ","以下、いずれかの金融機関宛てにお願いします。
※お振込み時にご自身の会員ID番号をご入力ください。

1.ゆうちょ銀行（Japan Post Bank）
　口座記号番号　00150-3-611077
　加入者名	株式会社サンライズ

2.三菱UFJ銀行/0005（Mitsubishi UFJ bank）
　浅草橋支店/069（Asakusabashi Branch）
　普通預金
　口座番号　0912502
　口座名義　株式会社サンライズ

3.りそな銀行/0010（Resona bank）
　秋葉原支店/275（Akihabara Branch）
　普通預金
　口座番号　2069388
　口座名義　株式会社サンライズ",False,料金支払
FAQANOTHER-0009,,,,支払期日が過ぎた後はどうすればよいですか？,支払期日が過ぎた後はどうすればよいですか？,,,False,
FAQANOTHER-0010,,変更手続き,Change Procedures,携帯番号やメールアドレスが変更になった場合はどうすればよいですか？,携帯番号やメールアドレスが変更になった場合はどうすればよいですか？,各種お手続きページ内の『変更申請（お客様情報/契約プラン）』よりお手続きをお願いします。https://sunrise-net-s.cms2.jp/contact_list/alteration.html,各種お手続きページ内の『変更申請（お客様情報/契約プラン）』よりお手続きをお願いします。https://sunrise-net-s.cms2.jp/contact_list/alteration.html,False,変更手続き
FAQANOTHER-0011,,,,途中で部屋が変わるかもしれませんが、どうすればよいでしょうか？,途中で部屋が変わるかもしれませんが、どうすればよいでしょうか？,,,False,
FAQANOTHER-0012,,,,スマホのWiFiが使えません。,スマホのWiFiが使えません。,,,False,
FAQANOTHER-0013,,,,パソコンのWiFiが使えません。,パソコンのWiFiが使えません。,,,False,
FAQANOTHER-0014,,SIM設定,SIM Settings,APN設定ができない場合はどうすればいいでしょうか？,APN設定ができない場合はどうすればいいでしょうか？,"ご入力時の不要なスペースや大文字・小文字の入力違いはございませんか？今一度ご確認をおねがいします。
http://www.sunrise-net.ne.jp/service/simapnsettings.html
解決しない場合は弊社カスタマーデスクまでお問合せください。","ご入力時の不要なスペースや大文字・小文字の入力違いはございませんか？今一度ご確認をおねがいします。
http://www.sunrise-net.ne.jp/service/simapnsettings.html
解決しない場合は弊社カスタマーデスクまでお問合せください。",False,SIM設定
FAQANOTHER-0015,,SIMサービス,SIM Service,SIMカードを破損してしまった。どうすればいいでしょうか？,SIMカードを破損してしまった。どうすればいいでしょうか？,再発行になりますので、新たに発行費用と送料が必要です。,再発行になりますので、新たに発行費用と送料が必要です。,False,SIMサービス
FAQANOTHER-0016,,,,iPhone/iPadのMACアドレスはどこで確認できますか？,iPhone/iPadのMACアドレスはどこで確認できますか？,,,False,
FAQANOTHER-0017,,,,Android OSのMACアドレスはどこで確認できますか？,Android OSのMACアドレスはどこで確認できますか？,,,False,
FAQSIM-0016,SIM,,,eSIMと物理SIMの違いは何ですか？,eSIMと物理SIMの違いは何ですか？,物理SIMは、スマートフォンに直接挿入して使用するプラスチック製のICカードです。一方、eSIMは、スマートフォン本体に予め埋め込まれたSIMで、オンラインで契約情報を書き換えることで利用を開始できます。SIMカードの到着を待つ必要がないのが大きな特長です。,物理SIMは、スマートフォンに直接挿入して使用するプラスチック製のICカードです。一方、eSIMは、スマートフォン本体に予め埋め込まれたSIMで、オンラインで契約情報を書き換えることで利用を開始できます。SIMカードの到着を待つ必要がないのが大きな特長です。,False,
FAQSIM-0017,SIM,,,どちらのSIMを選べばよいですか？,どちらのSIMを選べばよいですか？,すぐに利用を開始したい方、SIMカードの抜き差しをしたくない方、デュアルSIM（1台のスマホで2つの回線を使う）を利用したい方にはeSIMがおすすめです。SIMカードを入れ替えて複数の端末で利用したい方や、お使いの端末がeSIMに対応していない場合は、物理SIMをお選びください。,すぐに利用を開始したい方、SIMカードの抜き差しをしたくない方、デュアルSIM（1台のスマホで2つの回線を使う）を利用したい方にはeSIMがおすすめです。SIMカードを入れ替えて複数の端末で利用したい方や、お使いの端末がeSIMに対応していない場合は、物理SIMをお選びください。,False,
FAQSIM-0018,SIM,,,利用料金やプランに違いはありますか？,利用料金やプランに違いはありますか？,いいえ、eSIMと物理SIMでご利用いただける料金プランや、通信速度・品質に違いはございません。お客様のご利用スタイルに合わせてお選びいただけます。,いいえ、eSIMと物理SIMでご利用いただける料金プランや、通信速度・品質に違いはございません。お客様のご利用スタイルに合わせてお選びいただけます。,False,
FAQSIM-0019,SIM,,,自分のスマートフォンがeSIMに対応しているか確認する方法は？,自分のスマートフォンがeSIMに対応しているか確認する方法は？,iPhoneの場合は、「設定」>「モバイル通信」と進み、「eSIMを追加」という項目があれば対応しています。Androidの場合は、「設定」>「ネットワークとインターネット」>「SIM」と進み、「SIMをダウンロードしますか？」といった選択肢があれば対応しています。詳細は各メーカーの公式サイトでもご確認いただけます。,iPhoneの場合は、「設定」>「モバイル通信」と進み、「eSIMを追加」という項目があれば対応しています。Androidの場合は、「設定」>「ネットワークとインターネット」>「SIM」と進み、「SIMをダウンロードしますか？」といった選択肢があれば対応しています。詳細は各メーカーの公式サイトでもご確認いただけます。,False,
FAQSIM-0020,SIM,,,SIMロックされている端末でも利用できますか？,SIMロックされている端末でも利用できますか？,いいえ、SIMロックされている端末ではご利用いただけません。事前にご利用の携帯電話会社でSIMロックの解除手続きを行ってください。,いいえ、SIMロックされている端末ではご利用いただけません。事前にご利用の携帯電話会社でSIMロックの解除手続きを行ってください。,False,
FAQSIM-0021,SIM,,,eSIMの申し込みから開通までの流れを教えてください。,eSIMの申し込みから開通までの流れを教えてください。,①当社ウェブサイトからお申し込み ②本人確認書類のアップロード ③審査完了後、メールでeSIMプロファイルダウンロード用のQRコードを受領 ④スマートフォンでQRコードを読み取り、設定完了。最短でお申し込み当日からご利用いただけます。,①当社ウェブサイトからお申し込み ②本人確認書類のアップロード ③審査完了後、メールでeSIMプロファイルダウンロード用のQRコードを受領 ④スマートフォンでQRコードを読み取り、設定完了。最短でお申し込み当日からご利用いただけます。,False,
FAQSIM-0022,SIM,,,物理SIMは申し込みから何日で届きますか？,物理SIMは申し込みから何日で届きますか？,本人確認完了後、通常2〜3営業日で発送いたします。お届け先地域や交通事情により、到着までにかかる日数は異なります。SIMカードが届きましたら、スマートフォンに挿入して開通設定を行ってください。,本人確認完了後、通常2〜3営業日で発送いたします。お届け先地域や交通事情により、到着までにかかる日数は異なります。SIMカードが届きましたら、スマートフォンに挿入して開通設定を行ってください。,False,
FAQSIM-0023,SIM,,,機種変更する際はどうすればよいですか？,機種変更する際はどうすればよいですか？,新しいスマートフォンでeSIMを再発行する必要があります。会員ページよりeSIMの再発行手続きを行ってください。手続き完了後、新しい端末でeSIMプロファイルを再度ダウンロードして設定します。古い端末のeSIMプロファイルは削除してください。,新しいスマートフォンでeSIMを再発行する必要があります。会員ページよりeSIMの再発行手続きを行ってください。手続き完了後、新しい端末でeSIMプロファイルを再度ダウンロードして設定します。古い端末のeSIMプロファイルは削除してください。,False,
FAQSIM-0024,SIM,,,誤ってeSIMプロファイルを削除してしまいました。,誤ってeSIMプロファイルを削除してしまいました。,会員ページよりeSIMの再発行手続きが必要です。再発行には手数料がかかる場合がございますので、ご注意ください。,会員ページよりeSIMの再発行手続きが必要です。再発行には手数料がかかる場合がございますので、ご注意ください。,False,
FAQSIM-0025,SIM,,,デュアルSIMとは何ですか？,デュアルSIMとは何ですか？,1台のスマートフォンで、2つの異なる電話番号や料金プランを使い分けることができる機能です。例えば、「物理SIMを通話用、eSIMをデータ通信用」といった組み合わせや、「国内用SIMと海外用SIM」の併用が可能です。,1台のスマートフォンで、2つの異なる電話番号や料金プランを使い分けることができる機能です。例えば、「物理SIMを通話用、eSIMをデータ通信用」といった組み合わせや、「国内用SIMと海外用SIM」の併用が可能です。,False,
FAQSIM-0026,SIM,,,音声通話とデータ通信を別々のSIMに設定できますか？,音声通話とデータ通信を別々のSIMに設定できますか？,はい、可能です。スマートフォンの設定画面で、主回線（音声通話）とデータ通信にどちらのSIMを利用するかを個別に設定することができます。,はい、可能です。スマートフォンの設定画面で、主回線（音声通話）とデータ通信にどちらのSIMを利用するかを個別に設定することができます。,False,
FAQSIM-0027,SIM,,,物理SIMからeSIMに変更できますか？,物理SIMからeSIMに変更できますか？,はい、可能です。会員ページからeSIMへの変更手続きをお申し込みください。SIMカードの返却は不要です。手続き完了後、eSIMプロファイルをダウンロードしてご利用を開始できます。,はい、可能です。会員ページからeSIMへの変更手続きをお申し込みください。SIMカードの返却は不要です。手続き完了後、eSIMプロファイルをダウンロードしてご利用を開始できます。,False,
FAQSIM-0028,SIM,,,eSIMから物理SIMに変更できますか？,eSIMから物理SIMに変更できますか？,はい、可能です。会員ページから物理SIMへの変更手続きをお申し込みください。後日、ご登録の住所へSIMカードを発送いたします。,はい、可能です。会員ページから物理SIMへの変更手続きをお申し込みください。後日、ご登録の住所へSIMカードを発送いたします。,False,
FAQSIM-0029,SIM,,,eSIMのQRコードが読み取れません。,eSIMのQRコードが読み取れません。,QRコードが表示されている画面が暗すぎないか、カメラのレンズが汚れていないかをご確認ください。それでも読み取れない場合は、手動でアクティベーションコードを入力する方法もございます。詳細は設定案内のメールをご確認ください。,QRコードが表示されている画面が暗すぎないか、カメラのレンズが汚れていないかをご確認ください。それでも読み取れない場合は、手動でアクティベーションコードを入力する方法もございます。詳細は設定案内のメールをご確認ください。,False,
FAQSIM-0030,SIM,,,eSIMを設定した後、通信ができません。,eSIMを設定した後、通信ができません。,スマートフォンの再起動をお試しください。また、機内モードがオフになっていること、モバイルデータ通信がオンになっていることをご確認ください。それでも改善しない場合は、APN設定（アクセスポイント名）が正しく構成されているかをご確認ください。,スマートフォンの再起動をお試しください。また、機内モードがオフになっていること、モバイルデータ通信がオンになっていることをご確認ください。それでも改善しない場合は、APN設定（アクセスポイント名）が正しく構成されているかをご確認ください。,False,
FAQSIM-0031,SIM,,,海外でも利用できますか？,海外でも利用できますか？,はい、当社の国際ローミングサービスをご利用いただくことで、海外でもデータ通信や音声通話が可能です。渡航前に会員ページから国際ローミングの利用設定をご確認ください。ご利用料金は国・地域によって異なります。,はい、当社の国際ローミングサービスをご利用いただくことで、海外でもデータ通信や音声通話が可能です。渡航前に会員ページから国際ローミングの利用設定をご確認ください。ご利用料金は国・地域によって異なります。,False,
FAQSIM-0032,SIM,,,スマートフォンを紛失した場合、どうすればよいですか？,スマートフォンを紛失した場合、どうすればよいですか？,速やかに当社のカスタマーサポートまでご連絡いただき、回線の利用停止手続きを行ってください。eSIMの場合、第三者が端末のロックを解除できない限り、不正利用されるリスクは低いですが、念のためご連絡をお願いします。,速やかに当社のカスタマーサポートまでご連絡いただき、回線の利用停止手続きを行ってください。eSIMの場合、第三者が端末のロックを解除できない限り、不正利用されるリスクは低いですが、念のためご連絡をお願いします。,False,
FAQSIM-0045,SIM,,,you will need to get a new activation code. An eSIM can only be active on one device at a time,you will need to get a new activation code. An eSIM can only be active on one device at a time,so reissuing the code is necessary to activate it on your new phone.,so reissuing the code is necessary to activate it on your new phone.,False,
FAQSIM-0222,SIM,,,you can use our eSIM service by signing up for a new eSIM plan. Please note that this will incur a separate eSIM issuance fee of 3,you can use our eSIM service by signing up for a new eSIM plan. Please note that this will incur a separate eSIM issuance fee of 3,300 yen,300 yen,False,
FAQSIM-0226,SIM,,,after making a payment with your credit card,after making a payment with your credit card,activate the code on your device. A new phone number will be issued.,activate the code on your device. A new phone number will be issued.,False,
LINE-Default,,,,"メッセージありがとうございます！☀

申し訳ありませんが、入力された文章に対応することが出来ませんでした。
トラブルシューティング中であれば『』内の文章を正しく入力し直して頂きますようお願い致します。

また、このアカウントでは個別のお問い合わせを受け付けておりません。
次の配信までお待ちください(content)","メッセージありがとうございます！☀

申し訳ありませんが、入力された文章に対応することが出来ませんでした。
トラブルシューティング中であれば『』内の文章を正しく入力し直して頂きますようお願い致します。

また、このアカウントでは個別のお問い合わせを受け付けておりません。
次の配信までお待ちください(content)",,,False,flow-node
LINE-Troubleshooting,,,,"メッセージありがとうございます！
「トラブルシューティング」ですね。
これからいくつかの質問にお答えしていただきます。
お客様の状況に合うものを入力し送信してください。
※『』内の文章を送信してください

①『インターネット未接続』
※インターネットに接続できない場合

②『インターネットの不具合』
※インターネットの速度が遅い、または途切れる場合



弊社までお問い合わせしたい場合は
お手数ですが、お部屋にいらっしゃる際に下記の電話番号・お問い合わせフォームまでご連絡ください。

電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。

お問い合わせフォーム：https://sunrise-net-s.cms2.jp/dormnet_list/neinfo.html","メッセージありがとうございます！
「トラブルシューティング」ですね。
これからいくつかの質問にお答えしていただきます。
お客様の状況に合うものを入力し送信してください。
※『』内の文章を送信してください

①『インターネット未接続』
※インターネットに接続できない場合

②『インターネットの不具合』
※インターネットの速度が遅い、または途切れる場合



弊社までお問い合わせしたい場合は
お手数ですが、お部屋にいらっしゃる際に下記の電話番号・お問い合わせフォームまでご連絡ください。

電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。

お問い合わせフォーム：https://sunrise-net-s.cms2.jp/dormnet_list/neinfo.html",,,False,flow-node
LINE-unconnected,,,,"「インターネット未接続」ですね。
ご迷惑をお掛けし申し訳ございません。

インターネットが利用出来ない端末の
MACアドレス(Wi-Fiアドレス)登録は完了していますか？

①『完了している』

②『完了していない』


※インターネットをご利用する機器を追加されたい場合は
(パソコンや携帯を買い換えた場合も同様です。)
その機器のMACアドレス(Wi-Fiアドレス)登録が必要となります。

※MACアドレス登録は設備により必要のないお部屋もございます。
今までMACアドレスを登録せずインターネットをご利用頂けていたお客様は
『完了している』と入力してください。
MACアドレス登録の必要があるかどうかが分からない場合は
下記の電話番号までお問い合わせをお願い致します。

電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。","「インターネット未接続」ですね。
ご迷惑をお掛けし申し訳ございません。

インターネットが利用出来ない端末の
MACアドレス(Wi-Fiアドレス)登録は完了していますか？

①『完了している』

②『完了していない』


※インターネットをご利用する機器を追加されたい場合は
(パソコンや携帯を買い換えた場合も同様です。)
その機器のMACアドレス(Wi-Fiアドレス)登録が必要となります。

※MACアドレス登録は設備により必要のないお部屋もございます。
今までMACアドレスを登録せずインターネットをご利用頂けていたお客様は
『完了している』と入力してください。
MACアドレス登録の必要があるかどうかが分からない場合は
下記の電話番号までお問い合わせをお願い致します。

電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。",,,False,flow-node
LINE-MAC_Completed,,,,"「完了している」ですね。
まず簡単な確認事項がございます。
お手数ですが上記の画像をご覧いただき、ルータの状態のご確認をお願いいたします。


ご確認後インターネットトラブルは解決できましたか？

①『解決できた』

②『解決できなかった』","「完了している」ですね。
まず簡単な確認事項がございます。
お手数ですが上記の画像をご覧いただき、ルータの状態のご確認をお願いいたします。


ご確認後インターネットトラブルは解決できましたか？

①『解決できた』

②『解決できなかった』",,,False,flow-node
LINE-MAC_not_Completed,,,,"「完了していない」ですね。
MACアドレス追加は下記フォームまたはお電話でお受けしております。

※各端末のMACアドレスの表示方法も下記フォームに記載してありますので、ご確認をお願い致します。

【MACアドレス追加フォーム】
https://sunrise-net-s.cms2.jp/contact_list/mac_application_add.html

【お電話でのご登録】
電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。","「完了していない」ですね。
MACアドレス追加は下記フォームまたはお電話でお受けしております。

※各端末のMACアドレスの表示方法も下記フォームに記載してありますので、ご確認をお願い致します。

【MACアドレス追加フォーム】
https://sunrise-net-s.cms2.jp/contact_list/mac_application_add.html

【お電話でのご登録】
電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。",,,False,flow-node
LINE-problems,,,,"「インターネットの不具合」ですね。
ご迷惑をお掛けし大変申し訳ございません。

まず最初に、ルーターの再起動をお願いいたします。
お手数ですが上記の画像をご覧いただき、ルータの再起動をお願いいたします。

次に、WiFiのSSIDをご確認をお願いいたします。
「2.4GHz」を使用されている場合「5GHz」の使用を試してみてください。


上記の方法をご確認後インターネットトラブルは解決できましたか？

①『解決できた』

②『解決できなかった』","「インターネットの不具合」ですね。
ご迷惑をお掛けし大変申し訳ございません。

まず最初に、ルーターの再起動をお願いいたします。
お手数ですが上記の画像をご覧いただき、ルータの再起動をお願いいたします。

次に、WiFiのSSIDをご確認をお願いいたします。
「2.4GHz」を使用されている場合「5GHz」の使用を試してみてください。


上記の方法をご確認後インターネットトラブルは解決できましたか？

①『解決できた』

②『解決できなかった』",,,False,flow-node
LINE-resolved,,,,"「解決できた」ですね。
この度は、Sun-netサポートにご連絡いただきましてありがとうございました。
また何かトラブルがございましたら、お気軽にお問合せ下さい。
今後ともSun-netサービスをよろしくお願いいたします。🐶🌞
お電話やフォームによるお問い合わせもお待ちしております。

電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。

お問い合わせフォーム：https://sunrise-net-s.cms2.jp/dormnet_list/neinfo.html","「解決できた」ですね。
この度は、Sun-netサポートにご連絡いただきましてありがとうございました。
また何かトラブルがございましたら、お気軽にお問合せ下さい。
今後ともSun-netサービスをよろしくお願いいたします。🐶🌞
お電話やフォームによるお問い合わせもお待ちしております。

電話番号：0120-336-326
(平日10:00～18:00）
※音声ガイダンスに従い技術的なサポートに関するお問い合わせの場合は「2#」 を選択してください。

お問い合わせフォーム：https://sunrise-net-s.cms2.jp/dormnet_list/neinfo.html",,,False,flow-node
LINE-non_resolved,,,,"「解決できなかった」ですね。
ご迷惑をお掛けし大変申し訳ございません。

お客様の利用中のルーターの”WAN”の差込口は点灯していますか？

①『点灯している』

②『点灯していない』","「解決できなかった」ですね。
ご迷惑をお掛けし大変申し訳ございません。

お客様の利用中のルーターの”WAN”の差込口は点灯していますか？

①『点灯している』

②『点灯していない』",,,False,flow-node
LINE-light_on,,,,"「点灯している」ですね。
では、お客様のインターネットに接続できない機器を教えてください。

①『iPhone』
※iPad等のiOS機器もこちらを選択してください

②『Android』

③『パソコン』

④『その他』

⑤『全ての端末』","「点灯している」ですね。
では、お客様のインターネットに接続できない機器を教えてください。

①『iPhone』
※iPad等のiOS機器もこちらを選択してください

②『Android』

③『パソコン』

④『その他』

⑤『全ての端末』",,,False,flow-node
LINE-iphone,,,,"「iPhone」ですね。
iOS14以降の端末に関してですが、初期設定でMACアドレスが1つのアドレスに固定されていない設定になっております。

弊社のインターネットに接続するためには、固定MACアドレスに設定していただく必要がございますので、
以下の手順で設定をお願いいたします。

①「設定」　をタップ
②「WI-FI」をタップ
③現在使用しているWIFIの「iマーク」をタップ
④「プライベートアドレス」をオフにします。

上記の設定を行い接続できましたか？

①『接続できた』

②『接続できなかった』","「iPhone」ですね。
iOS14以降の端末に関してですが、初期設定でMACアドレスが1つのアドレスに固定されていない設定になっております。

弊社のインターネットに接続するためには、固定MACアドレスに設定していただく必要がございますので、
以下の手順で設定をお願いいたします。

①「設定」　をタップ
②「WI-FI」をタップ
③現在使用しているWIFIの「iマーク」をタップ
④「プライベートアドレス」をオフにします。

上記の設定を行い接続できましたか？

①『接続できた』

②『接続できなかった』",,,False,flow-node
